Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004]
Algeria,DZA,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5
Algeria,DZA,Primary completion,5.51.01.08.primcomp,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,0.66667
Algeria,DZA,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,30,30,20,40,40,30,30,30,40,50,50,50,50,50,60,60,60
Algeria,DZA,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Algeria,DZA,Vital registration system coverage,3.11.01.03.popreg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,Agricultural census,3.01.04.01.agcen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Angola,AGO,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333
Angola,AGO,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,Consumer price index base year,2.01.03.01.prcpbase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,External debt reporting status,5.04.01.01.exdebt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Angola,AGO,Gender equality,5.51.01.07.gender,0,0,0,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0,0,0,0,0,0.33333
Angola,AGO,Government finance accounting,3.02.01.02.fscov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,Health survey,5.13.01.01.hlthsurv,0,0,0,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,1,1,1
Angola,AGO,HIV/AIDS,5.51.01.05.hiv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,Income poverty,5.51.01.01.poverty,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333
Angola,AGO,Industrial production index,5.01.01.01.indust,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,Maternal health,5.51.01.06.matern,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333
Angola,AGO,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40,40,40,30,30,40,60,60,50,40,40,40,50,40,40,40,30
Angola,AGO,National accounts base year,2.01.01.02.nabase,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
Angola,AGO,National immunization coverage,5.13.01.01.who,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,Overall Average,IQ.SCI.OVRL,45.5555666666667,48.8889,42.2222333333333,45.5555,42.2221666666667,47.7777666666667,48.8888888888889,47.7777777777778,50,47.7777777777778,45.5555555555556,45.5555555555556,42.2222222222222,42.2222222222222,45.5555555555556,45.5555555555556,41.1111111111111
Angola,AGO,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,66.6667,66.6667,66.6667,66.6665,66.6665,73.3333,76.6666666666667,83.3333333333333,80,73.33333,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,63.33333
Angola,AGO,Population census,3.11.01.01.popcen,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,Poverty survey,5.14.01.01.povsurv,0.5,0,0,0,0,0,0,0,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5
Angola,AGO,Primary completion,5.51.01.08.primcomp,0,0,0,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0,0,0,0,0,0
Angola,AGO,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,30,40,20,40,30,30,10,0,20,30,30,30,10,20,30,30,30
Angola,AGO,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,UNESCO reporting,5.12.01.01.unesco,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Angola,AGO,Vital registration system coverage,3.11.01.03.popreg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Antigua and Barbuda,ATG,Agricultural census,3.01.04.01.agcen,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,..
Antigua and Barbuda,ATG,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Antigua and Barbuda,ATG,Child malnutrition,5.51.01.02.malnut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Antigua and Barbuda,ATG,Consumer price index base year,2.01.03.01.prcpbase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,External debt reporting status,5.04.01.01.exdebt,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,0.66667,0.66667,0.33333,0.33333,0,0,0,0,..
Antigua and Barbuda,ATG,Government finance accounting,3.02.01.02.fscov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,Health survey,5.13.01.01.hlthsurv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,HIV/AIDS,5.51.01.05.hiv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Antigua and Barbuda,ATG,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,Income poverty,5.51.01.01.poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,Industrial production index,5.01.01.01.indust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Antigua and Barbuda,ATG,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,30,20,10,40,50,50,50,40,30,20,10,20,30,20,20,20,..
Antigua and Barbuda,ATG,National accounts base year,2.01.01.02.nabase,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,National immunization coverage,5.13.01.01.who,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,..
Antigua and Barbuda,ATG,Overall Average,IQ.SCI.OVRL,44.4444666666667,47.7778,43.3333333333333,54.4444666666667,57.7778,57.7778,58.8888888888889,55.5555555555556,51.1111111111111,46.6666666666667,42.2222222222222,44.4444444444444,46.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,..
Antigua and Barbuda,ATG,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Antigua and Barbuda,ATG,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,63.3334,63.3334,60,63.3334,63.3334,63.3334,66.6666666666667,66.6666666666667,63.33333,60,56.66667,53.33333,50,50,50,50,..
Antigua and Barbuda,ATG,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Antigua and Barbuda,ATG,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,Primary completion,5.51.01.08.primcomp,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0,0,0,0,0,..
Antigua and Barbuda,ATG,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,40,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,..
Antigua and Barbuda,ATG,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Antigua and Barbuda,ATG,UNESCO reporting,5.12.01.01.unesco,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,..
Antigua and Barbuda,ATG,Vital registration system coverage,3.11.01.03.popreg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Argentina,ARG,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Agricultural census,3.01.04.01.agcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Child malnutrition,5.51.01.02.malnut,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667
Argentina,ARG,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Consumer price index base year,2.01.03.01.prcpbase,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,External debt reporting status,5.04.01.01.exdebt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Gender equality,5.51.01.07.gender,0.66667,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1
Argentina,ARG,Government finance accounting,3.02.01.02.fscov,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Health survey,5.13.01.01.hlthsurv,0.5,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,HIV/AIDS,5.51.01.05.hiv,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Import and export price indexes,5.04.01.02.impexp,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Income poverty,5.51.01.01.poverty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Industrial production index,5.01.01.01.indust,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,60,70,70,80,90,100,100,70,90,90,90,90,90,80,90,90,100
Argentina,ARG,National accounts base year,2.01.01.02.nabase,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Argentina,ARG,National immunization coverage,5.13.01.01.who,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
Argentina,ARG,Overall Average,IQ.SCI.OVRL,78.8889,80,81.1111,85.5555666666667,88.8889,95.5555666666667,83.3333333333333,76.6666666666667,85.5555555555555,85.5555555555555,86.6666666666667,87.7777777777778,86.6666666666667,85.5555555555555,88.8888888888889,88.8888888888889,92.2222222222222
Argentina,ARG,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,1,1,1,1
Argentina,ARG,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,86.6667,90,93.3333,86.6667,86.6667,86.6667,70,80,86.66667,86.66667,90,93.33333,90,96.66667,96.66667,96.66667,96.66667
Argentina,ARG,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Primary completion,5.51.01.08.primcomp,0.66667,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1
Argentina,ARG,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,90,80,80,90,90,100,80,80,80,80,80,80,80,80,80,80,80
Argentina,ARG,Special Data Dissemination Standard,5.21.01.01.sdds,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Argentina,ARG,Vital registration system coverage,3.11.01.03.popreg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Armenia,ARM,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Armenia,ARM,Agricultural census,3.01.04.01.agcen,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Armenia,ARM,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667
Armenia,ARM,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Armenia,ARM,Consumer price index base year,2.01.03.01.prcpbase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Armenia,ARM,External debt reporting status,5.04.01.01.exdebt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Armenia,ARM,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,0.33333,0,0.33333,0.33333,0.66667,1,1,1,1,1,0.66667,0.66667,0.33333,0.33333
Armenia,ARM,Government finance accounting,3.02.01.02.fscov,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Armenia,ARM,Health survey,5.13.01.01.hlthsurv,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
